time,absolute_error,loss_FD,loss_BC
1,0.21293707191944122,-78.35465206953003,2.180147671862308
2,0.07293938100337982,-78.64275023643873,0.15380281537121016
3,0.12004820257425308,-78.48957722387934,0.4395586187302711
4,0.19973762333393097,-78.54678931577145,1.1491383339769388
5,0.19800209999084473,-78.4240645804893,0.9376506335078978
6,0.16474872827529907,-78.8137718072284,0.36518847091183293
7,0.15460844337940216,-78.60248156580283,0.046176537641034916
8,0.18390071392059326,-78.47237972079554,0.13597299183618294
9,0.22371810674667358,-78.093010673718,0.40150818350043727
10,0.25031062960624695,-78.07289535793116,0.5231086693162187
11,0.26356029510498047,-78.08104849399956,0.40191601212567735
12,0.265951544046402,-78.1041522997431,0.18026520983072175
13,0.2664175033569336,-78.25027344148677,0.032019617090496194
14,0.2694322466850281,-78.32733962463197,0.03774471300793497
15,0.27373987436294556,-78.65591913208377,0.14363409482875314
16,0.2799356281757355,-78.12516314374449,0.23536205188196585
17,0.2847941517829895,-78.28110537426721,0.2434435469825026
18,0.2925179898738861,-77.98439298216039,0.16776397434673684
19,0.30182841420173645,-77.82500821581192,0.07177349644866199
20,0.3153269588947296,-77.95234319699003,0.013355954296088992
21,0.3306521475315094,-77.71325036204031,0.022530809279286523
22,0.3431985378265381,-77.93917538759241,0.07253606782455099
23,0.3507840633392334,-77.66260699981558,0.11652042992394447
24,0.35230955481529236,-77.54426910880201,0.11263817707170697
25,0.3474980592727661,-77.70765868118721,0.07220602932255968
26,0.3398739695549011,-77.87970234664219,0.024994640649188923
27,0.3301489055156708,-77.68708953613431,0.004730543581751506
28,0.32342952489852905,-77.7043689217303,0.0184057785125945
29,0.31666967272758484,-78.04899153672336,0.047003708264477105
30,0.31370970606803894,-77.78845877294583,0.06449110742178006
31,0.3113826811313629,-78.12140365873896,0.056949449766597
32,0.3115460276603699,-77.84757362580247,0.031488374240749274
33,0.311786413192749,-77.85079901588524,0.008831490095815391
34,0.31166765093803406,-77.88323503143104,0.0031602488241335163
35,0.31023502349853516,-78.08899619661464,0.015078077805568255
36,0.30757251381874084,-77.7299838642424,0.029629997119514185
37,0.30146870017051697,-77.88786780664512,0.033075021344217886
38,0.29297730326652527,-77.89804010598787,0.02263172820365729
39,0.283405601978302,-78.32279570354291,0.008366719485601947
40,0.27201125025749207,-78.08586562502653,0.0023167227019677064
41,0.261984258890152,-78.10646526415294,0.007305017770054606
42,0.25291311740875244,-78.2869197268245,0.016612810649277866
43,0.24484822154045105,-78.38791921111111,0.020342959614465493
44,0.238247811794281,-78.49058214418032,0.0154504765925231
45,0.23256242275238037,-78.4474840829969,0.006470545594401765
46,0.2275068610906601,-78.61498221748266,0.001990189518266989
47,0.22275403141975403,-78.4740153081376,0.004467308115972604
48,0.2174626588821411,-78.2864866303598,0.00950258964615443
49,0.2110278457403183,-78.7027147708118,0.011470071229331873
50,0.20249466598033905,-78.23132503493053,0.00784902240202686
51,0.19286130368709564,-78.42973075944354,0.003048360424018649
52,0.18261146545410156,-78.58475797124291,0.0017116939512670055
53,0.17224231362342834,-78.73918161687641,0.004267122685899568
54,0.16323743760585785,-78.6732668900247,0.007289239181086981
55,0.15658581256866455,-78.70247721962753,0.007110334244870307
56,0.1507897824048996,-78.93199816683881,0.004403021525380013
57,0.14659848809242249,-78.58110753889802,0.0016235766124398907
58,0.1436580866575241,-79.12912786768717,0.001920100620941012
59,0.13933947682380676,-78.69397394727557,0.003590314438828602
60,0.1349743902683258,-78.64266379371509,0.004401341427324394
61,0.12866511940956116,-78.72019236835528,0.003249918029277583
62,0.12156159430742264,-78.60222175042045,0.001630828305438955
63,0.11386457830667496,-79.08221689421683,0.0013798463794139832
64,0.10776543617248535,-78.71758478268005,0.0026355336056969455
65,0.1023135781288147,-78.72912690767004,0.0033641902790890552
66,0.09857463836669922,-78.44904807789948,0.002931313855471262
67,0.09631489962339401,-78.83704427642343,0.001693970533371222
68,0.09497995674610138,-78.72715256730686,0.0012497314975365083
69,0.09363893419504166,-78.72143157410298,0.0017636763995309012
70,0.09207019954919815,-78.7163587526137,0.0022606160084240354
71,0.088904470205307,-78.81939680529413,0.001911448718002592
72,0.0857861116528511,-78.8735880520188,0.0013254871646101213
73,0.08174043893814087,-78.7960517578948,0.001222774464380081
74,0.07871343940496445,-78.80223405205595,0.001596064286774999
75,0.07597988843917847,-78.66559497380692,0.0018592679704523443
76,0.07470802217721939,-78.8730112619832,0.0017197393423993251
77,0.07454555481672287,-79.18772633716735,0.0012327337917761548
78,0.07461437582969666,-78.94053991413911,0.0013584210125493728
79,0.07494213432073593,-78.32761304792774,0.0019056968572965802
80,0.07384923845529556,-78.9517357848986,0.003160496485482258
81,0.07177016884088516,-79.39105852900101,0.001192029998861517
82,0.07012640684843063,-78.67713060363243,0.0010618298937643453
83,0.06833712756633759,-79.21301412180259,0.0010370368868065473
84,0.06657929718494415,-79.01704471660607,0.0012955465075972868
85,0.06574638187885284,-79.07883600628047,0.0012693647153046266
86,0.06556969881057739,-79.03493228709624,0.001110602208192563
87,0.0659451112151146,-78.94839048192915,0.0009595585121195164
88,0.06522177159786224,-79.00645450030929,0.0010197604821428168
89,0.06471503525972366,-78.89758004035048,0.0011453711375404127
