time,absolute_error,loss_FD,loss_BC
1,0.09057705849409103,-19.69403644955114,0.1581283404406411
2,0.03737029433250427,-20.993312182299956,0.011884786614902337
3,0.01941203884780407,-20.54999910956838,0.032558071821809045
4,0.04199906066060066,-20.198174377326055,0.08227368448962948
5,0.03950512036681175,-20.623358223861985,0.06656633017915244
6,0.021365586668252945,-19.714527168303697,0.02328267850107503
7,0.016219139099121094,-19.400741543293258,0.002522740138272521
8,0.03520720452070236,-18.965462599318023,0.016253479774057163
9,0.04862656816840172,-19.778293157962672,0.037081503702474684
10,0.05019534379243851,-19.278399804161154,0.03913038874678192
11,0.04265847057104111,-20.076903296475994,0.023152429867763186
12,0.03149165213108063,-19.11197097322592,0.0056651931462944035
13,0.02884918451309204,-16.93072970861698,0.0015272495618576106
14,0.03244129195809364,-19.81475083259909,0.009849000941223407
15,0.0360293984413147,-20.18164940211389,0.019125964210718487
16,0.03581850603222847,-19.63609203052303,0.019997920534160055
17,0.030341142788529396,-21.331237397078745,0.013161544745621822
18,0.025069616734981537,-20.008780480604194,0.00461424708039985
19,0.025578496977686882,-21.076696017228247,0.0021587340653647542
20,0.031388260424137115,-18.98792932381302,0.005558992551851166
21,0.0363951176404953,-17.89698787969383,0.008817974904397547
22,0.0384666807949543,-19.04930980435724,0.010547694485112624
23,0.03922829404473305,-20.910742222464307,0.007914437362235566
24,0.03834317997097969,-20.03894600613804,0.0030012100925151655
25,0.03633936122059822,-19.229304598588385,0.0014392205445364452
26,0.03924395516514778,-18.337599544551217,0.0024944867772771972
27,0.03825153410434723,-19.11896635710239,0.004818036645105174
28,0.03736388310790062,-19.544829121128224,0.005674800732146845
29,0.03423692658543587,-19.78156484582753,0.0042261243645168685
30,0.032180462032556534,-19.06036539137881,0.0021992589704778764
31,0.03152844309806824,-18.839445268050014,0.0010248247175222327
32,0.034680962562561035,-19.73723578292649,0.0014270919515926416
33,0.036623623222112656,-20.3885644360722,0.0023347074327779815
34,0.037637948989868164,-19.527677338886036,0.0029493313042942386
35,0.03987239673733711,-18.732115263614965,0.0021201520115462368
36,0.039587877690792084,-19.605909339909385,0.001227741140261746
37,0.03886698558926582,-20.257470871820097,0.0005999950039839513
38,0.03731539100408554,-18.444364397329494,0.0009871217682514957
39,0.03510260954499245,-19.071898476246258,0.001484278927429822
40,0.03244314342737198,-19.420447572057757,0.0016621438904515045
41,0.030193941667675972,-19.92010433110878,0.001287065008684974
42,0.030026201158761978,-20.129700954580514,0.000708653778901632
43,0.030638476833701134,-19.255343584697428,0.0004342944256383635
44,0.032249998301267624,-19.49803318430672,0.0005394756869745919
45,0.033152274787425995,-19.29309940746097,0.0008060813640185819
