time,absolute_error,loss_FD
1,2.8882246017456055,3.597672620864756
2,2.8316233158111572,-0.08801864747822774
3,2.8192224502563477,-1.9009195634509473
4,2.848412036895752,-2.5096495577299924
5,2.888017177581787,-2.613645061259878
6,2.9049172401428223,-2.7680104081833043
7,2.906744956970215,-3.2794233386088276
8,2.8798277378082275,-4.340549926994358
9,2.84753155708313,-5.452889698113908
10,2.8014988899230957,-6.6435987754884644
11,2.7615692615509033,-7.630939085871792
12,2.7259953022003174,-8.505502586181795
13,2.6966540813446045,-9.257449963042225
14,2.6703503131866455,-9.987050999442562
15,2.653031826019287,-10.864792595302285
16,2.634230375289917,-11.88373562966736
17,2.6060256958007812,-13.136133255821985
18,2.5849251747131348,-14.612927246815593
19,2.5675277709960938,-16.220196857550633
20,2.5488438606262207,-17.90798641797235
21,2.545830249786377,-19.661153531382396
22,2.533196449279785,-21.38167436246707
23,2.5220119953155518,-23.17344585698725
24,2.476497173309326,-25.494332923909322
25,2.393932580947876,-28.200618706126455
26,2.2851030826568604,-31.389946016077413
27,2.1705288887023926,-34.48734482564056
28,2.064871311187744,-37.61718347866691
29,1.9653936624526978,-41.21035419206204
30,1.8536300659179688,-45.30427735523996
31,1.7746464014053345,-49.023785700424796
32,1.6583973169326782,-52.705904479965334
33,1.436646819114685,-56.606980050666095
34,1.2540888786315918,-60.03644355921577
35,1.0665415525436401,-63.13813191020087
36,0.9424940943717957,-65.00310025509339
37,0.734315037727356,-66.38008826736875
38,0.7406468391418457,-66.66005647986572
39,0.667910635471344,-65.3793167478768
40,0.6699873805046082,-65.69558400627756
41,0.579755425453186,-66.14170820310258
42,0.5521880388259888,-66.01882874648632
43,0.6309930086135864,-67.0991108208701
44,0.46896010637283325,-68.29545529546408
45,0.5208314061164856,-68.87730297169074
46,0.5872479677200317,-69.18333156256352
47,0.6064383387565613,-69.1462719755164
48,0.7015200257301331,-68.66757871487533
49,0.7059548497200012,-68.55824840994909
50,0.7195224165916443,-68.42932746900705
51,0.7328205704689026,-68.392239551853
52,0.6577535271644592,-68.93129886529925
53,0.6521056294441223,-69.27992502967204
54,0.5859094858169556,-69.3102844626121
55,0.5265125632286072,-69.47427161521321
56,0.5375246405601501,-69.5147365703182
57,0.45612525939941406,-69.58868751639568
58,0.4351401627063751,-69.58209188649795
59,0.469106525182724,-69.56526649391866
60,0.4104164242744446,-69.70069689949167
61,0.4110923707485199,-69.79171774220475
62,0.45392724871635437,-69.53603659702068
63,0.43103811144828796,-69.6690846044234
64,0.45515286922454834,-69.85216777108185
65,0.4896043539047241,-70.07774576739729
66,0.4849852919578552,-69.9353980003077
67,0.4992397427558899,-69.92821737407075
68,0.5140395164489746,-69.8928028845985
69,0.506493866443634,-69.88951025433425
70,0.5116453766822815,-69.77632487530586
71,0.5016466975212097,-69.90433030201294
72,0.487772136926651,-70.01051072259226
73,0.47729992866516113,-69.98200614021583
74,0.4693220555782318,-70.10269274186473
75,0.4517858326435089,-70.18702396413008
76,0.4476335644721985,-69.98536416059554
77,0.4520898759365082,-70.01647480709424
78,0.4401713013648987,-70.11396601181133
79,0.43841466307640076,-70.01863690767955
80,0.4504639506340027,-70.22440029757561
81,0.4444374740123749,-70.11689056107762
82,0.44785547256469727,-70.19503620609896
83,0.45892494916915894,-70.14264109847088
84,0.46101146936416626,-70.13866455829296
85,0.46735885739326477,-70.16199827962335
86,0.46569162607192993,-70.3057532845493
87,0.46318164467811584,-70.22088137441061
88,0.461463987827301,-69.98071518405024
89,0.4613567292690277,-69.96356021620323
90,0.44924402236938477,-70.18230167078417
91,0.45691460371017456,-70.16423042133091
92,0.4422105848789215,-70.29496868518629
93,0.44292381405830383,-70.20923474035703
94,0.4457443356513977,-70.14949137449366
95,0.4401971101760864,-70.07464664101508
96,0.44438406825065613,-70.07623132631693
97,0.4436977803707123,-70.21859736102547
98,0.4422774016857147,-70.083320238379
99,0.4512556195259094,-70.09799873007297
100,0.44471243023872375,-70.19020366377987
101,0.4489230513572693,-70.17405855879724
102,0.447944700717926,-70.22756178902787
103,0.45355525612831116,-70.00760551521905
104,0.44632238149642944,-70.12732918004718
105,0.44905227422714233,-69.98014371574203
106,0.44591179490089417,-70.22725727909919
107,0.4481913149356842,-70.12104453304242
108,0.4376160800457001,-70.2115307500038
109,0.4431861937046051,-70.32128824815901
110,0.4417031705379486,-70.2597682557957
111,0.44802045822143555,-70.19712348472731
112,0.4400845468044281,-70.18559451475716
113,0.44324761629104614,-70.25444485534331
114,0.4436670243740082,-70.22850893532298
115,0.4497481882572174,-70.17136755005721
116,0.4473877251148224,-70.13845189139951
117,0.45572441816329956,-70.2667279547415
118,0.45022469758987427,-70.34755912328197
119,0.4711495339870453,-70.17041239350384
120,0.4644570052623749,-70.09028532140593
121,0.5231204032897949,-70.02645266723155
122,0.5195479393005371,-69.84802862730925
123,0.5950222611427307,-69.52643678854608
124,0.5316203236579895,-69.81702955866356
125,0.49328529834747314,-69.98530224167934
126,0.44848138093948364,-70.24812064181987
127,0.4796019494533539,-69.937861690082
128,0.5411403775215149,-69.91561290584843
129,0.456787645816803,-70.07687040482658
130,0.44639647006988525,-70.22693838434823
131,0.495412677526474,-70.11237362512577
132,0.4808054566383362,-70.02885732143179
133,0.4587186872959137,-70.23228804312532
134,0.458578497171402,-70.3392382439568
135,0.46438607573509216,-70.18214971394052
136,0.47946247458457947,-70.28570055794486
137,0.44134798645973206,-70.29259958429842
138,0.45030921697616577,-70.20388554832462
139,0.4761775732040405,-70.06617977265782
140,0.43940433859825134,-70.24281679844512
141,0.44197502732276917,-70.34682312133572
142,0.47057044506073,-70.31289684311479
143,0.44120559096336365,-70.09151708377496
144,0.44013434648513794,-70.15422656314166
145,0.4580279290676117,-70.22293362240251
146,0.44660401344299316,-70.08632654620888
147,0.44479283690452576,-70.12011556929221
148,0.4489826560020447,-70.34956622794903
149,0.4464990198612213,-70.31747662762916
150,0.45753857493400574,-70.14909521490881
151,0.4397818148136139,-70.33040588468157
152,0.43813517689704895,-70.15403351925842
153,0.45493513345718384,-70.32315172777226
154,0.43998339772224426,-70.17856437984271
155,0.43921971321105957,-70.23249475757464
156,0.45131221413612366,-70.20580942751705
157,0.4392736554145813,-70.30425462419984
158,0.44472476840019226,-70.31403429089201
159,0.44362673163414,-70.29499902899394
160,0.4399186968803406,-70.33782825454662
161,0.44795292615890503,-70.57236714778773
162,0.4416447877883911,-70.19042999087739
163,0.43697503209114075,-70.28026795207543
164,0.44861963391304016,-70.35570215566518
165,0.44009676575660706,-70.23489313222558
166,0.4375801086425781,-70.34255281812455
167,0.4412769377231598,-70.42026006963499
168,0.4384990334510803,-70.36136585089693
169,0.44733473658561707,-70.21402834197681
170,0.4363518953323364,-70.10356838134494
171,0.4363307058811188,-70.33747536603818
172,0.4409342110157013,-70.20658196898535
173,0.44055846333503723,-70.3794529354317
174,0.44296854734420776,-70.30255867331455
175,0.4407273828983307,-70.20271057246717
176,0.4392332136631012,-70.29357926140422
177,0.43966883420944214,-70.44202507868619
178,0.4392538070678711,-70.34642719207145
179,0.4421483874320984,-70.37163819751854
180,0.43697479367256165,-70.2967755220025
181,0.43893277645111084,-70.45528220116148
182,0.43883588910102844,-70.27253987411626
183,0.436909556388855,-70.24081300171575
184,0.4395400881767273,-70.25848748971299
185,0.43954744935035706,-70.19328453243862
186,0.43683484196662903,-70.2725387952579
187,0.437106728553772,-70.50772286873762
188,0.43672144412994385,-70.23895488205055
189,0.4400438070297241,-70.42560095422974
190,0.436307430267334,-70.28096466453098
191,0.4427432715892792,-70.42660642777298
192,0.43935951590538025,-70.50900609108534
193,0.4411461651325226,-70.29229173344912
194,0.43939873576164246,-70.21291561352803
195,0.4415450692176819,-70.2056215585109
196,0.4373133182525635,-70.42800996997954
197,0.4338993430137634,-70.29094419331653
198,0.43756958842277527,-70.40531061844668
199,0.4351593852043152,-70.43950454306727
200,0.435764878988266,-70.28955800524362
201,0.43502989411354065,-70.37914158093758
202,0.43839049339294434,-70.30566441123928
203,0.4357945919036865,-70.39877063622163
204,0.4409337043762207,-70.35800414146784
205,0.43716713786125183,-70.38277441133253
206,0.4432366192340851,-70.3748990954317
207,0.4384613633155823,-70.37517422923902
208,0.44610172510147095,-70.28828407332428
209,0.4378946125507355,-70.34389077870628
210,0.45345139503479004,-70.2992356298306
211,0.44572705030441284,-70.16257326180633
212,0.4909104108810425,-70.09401148476381
213,0.49516570568084717,-69.84155693812215
214,0.5906737446784973,-69.63656250434185
215,0.6023081541061401,-69.41472121023507
216,0.6534252166748047,-69.41759343515884
217,0.5172244906425476,-70.12752587087238
218,0.4472787082195282,-70.37480530823947
219,0.5106425285339355,-70.08146470094505
220,0.5298901200294495,-69.79158220178495
221,0.5151181817054749,-70.0608065603839
222,0.4429675340652466,-70.22747907509124
223,0.4669480621814728,-69.9854583056509
224,0.5203153491020203,-70.11308238717278
225,0.4383483827114105,-70.4512566961274
226,0.4387197494506836,-70.198914823114
227,0.49422040581703186,-70.14344579393313
228,0.4450839161872864,-70.17779495781528
229,0.43823370337486267,-70.4200481860836
230,0.47383826971054077,-70.20256081492727
231,0.4503503143787384,-70.37196568707901
232,0.44364285469055176,-70.28274456076457
233,0.46049079298973083,-70.39404491954028
234,0.44960591197013855,-70.3183439372956
